#,Name,Description,Animation{Start},Animation{End},Icon,ClassJob,ClassJobCategory,ClassJobLevel,QuestRequirement,Specialist,,Cost,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL
100277,"Ass des Spezialisten: Einkehr","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Beendet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Fulminanter Start<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und erhöht dafür die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 3 (max. 11).",242,249,1968,-1,0,1,0,False,0,0,100275,100276,100277,100278,100279,100280,100281,100282
100278,"Ass des Spezialisten: Einkehr","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Beendet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Fulminanter Start<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und erhöht dafür die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 3 (max. 11).",242,249,1968,-1,0,1,0,False,0,0,100275,100276,100277,100278,100279,100280,100281,100282
100279,"Ass des Spezialisten: Einkehr","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Beendet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Fulminanter Start<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und erhöht dafür die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 3 (max. 11).",242,249,1968,-1,0,1,0,False,0,0,100275,100276,100277,100278,100279,100280,100281,100282
100280,"Ass des Spezialisten: Einkehr","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Beendet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Fulminanter Start<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und erhöht dafür die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 3 (max. 11).",242,249,1968,-1,0,1,0,False,0,0,100275,100276,100277,100278,100279,100280,100281,100282
100281,"Ass des Spezialisten: Einkehr","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Beendet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Fulminanter Start<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und erhöht dafür die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 3 (max. 11).",242,249,1968,-1,0,1,0,False,0,0,100275,100276,100277,100278,100279,100280,100281,100282
100282,"Ass des Spezialisten: Einkehr","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Beendet <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Fulminanter Start<UIGlow>01</UIGlow><UIForeground>01</UIForeground> und erhöht dafür die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 3 (max. 11).",242,249,1968,-1,0,1,0,False,0,0,100275,100276,100277,100278,100279,100280,100281,100282
100283,"Flinke Hand","Die Qualität steigt auf 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.
Kann nicht für Expertenrezepte angewendet werden.",239,246,1981,8,9,80,0,False,0,250,100283,100284,100285,100286,100287,100288,100289,100290
100284,"Flinke Hand","Die Qualität steigt auf 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.
Kann nicht für Expertenrezepte angewendet werden.",239,246,1981,9,10,80,0,False,0,250,100283,100284,100285,100286,100287,100288,100289,100290
100285,"Flinke Hand","Die Qualität steigt auf 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.
Kann nicht für Expertenrezepte angewendet werden.",239,246,1981,10,11,80,0,False,0,250,100283,100284,100285,100286,100287,100288,100289,100290
100286,"Flinke Hand","Die Qualität steigt auf 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.
Kann nicht für Expertenrezepte angewendet werden.",239,246,1981,11,12,80,0,False,0,250,100283,100284,100285,100286,100287,100288,100289,100290
100287,"Flinke Hand","Die Qualität steigt auf 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.
Kann nicht für Expertenrezepte angewendet werden.",239,246,1981,12,13,80,0,False,0,250,100283,100284,100285,100286,100287,100288,100289,100290
100288,"Flinke Hand","Die Qualität steigt auf 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.
Kann nicht für Expertenrezepte angewendet werden.",239,246,1981,13,14,80,0,False,0,250,100283,100284,100285,100286,100287,100288,100289,100290
100289,"Flinke Hand","Die Qualität steigt auf 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.
Kann nicht für Expertenrezepte angewendet werden.",239,246,1981,14,15,80,0,False,0,250,100283,100284,100285,100286,100287,100288,100289,100290
100290,"Flinke Hand","Die Qualität steigt auf 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.
Kann nicht für Expertenrezepte angewendet werden.",239,246,1981,15,16,80,0,False,0,250,100283,100284,100285,100286,100287,100288,100289,100290
100291,"Kräftige Hand","Die Qualität steigt zufällig um 30<Indent/>% bis 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.",241,248,1980,-1,0,1,0,False,0,0,100291,100292,100293,100294,100295,100296,100297,100298
100292,"Kräftige Hand","Die Qualität steigt zufällig um 30<Indent/>% bis 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.",241,248,1980,-1,0,1,0,False,0,0,100291,100292,100293,100294,100295,100296,100297,100298
100293,"Kräftige Hand","Die Qualität steigt zufällig um 30<Indent/>% bis 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.",241,248,1980,-1,0,1,0,False,0,0,100291,100292,100293,100294,100295,100296,100297,100298
100294,"Kräftige Hand","Die Qualität steigt zufällig um 30<Indent/>% bis 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.",241,248,1980,-1,0,1,0,False,0,0,100291,100292,100293,100294,100295,100296,100297,100298
100295,"Kräftige Hand","Die Qualität steigt zufällig um 30<Indent/>% bis 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.",241,248,1980,-1,0,1,0,False,0,0,100291,100292,100293,100294,100295,100296,100297,100298
100296,"Kräftige Hand","Die Qualität steigt zufällig um 30<Indent/>% bis 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.",241,248,1980,-1,0,1,0,False,0,0,100291,100292,100293,100294,100295,100296,100297,100298
100297,"Kräftige Hand","Die Qualität steigt zufällig um 30<Indent/>% bis 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.",241,248,1980,-1,0,1,0,False,0,0,100291,100292,100293,100294,100295,100296,100297,100298
100298,"Kräftige Hand","Die Qualität steigt zufällig um 30<Indent/>% bis 100<Indent/>% des Maximums.
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur beim ersten Arbeitsschritt einsetzbar und wenn das Rezept mindestens 10 Stufen unter der eigenen ist.",241,248,1980,-1,0,1,0,False,0,0,100291,100292,100293,100294,100295,100296,100297,100298
100299,"Basisveredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit stark. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 200
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1507,8,9,71,0,False,0,40,100299,100300,100301,100302,100303,100304,100305,100306
100300,"Basisveredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit stark. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 200
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1557,9,10,71,0,False,0,40,100299,100300,100301,100302,100303,100304,100305,100306
100301,"Basisveredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit stark. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 200
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1607,10,11,71,0,False,0,40,100299,100300,100301,100302,100303,100304,100305,100306
100302,"Basisveredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit stark. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 200
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1657,11,12,71,0,False,0,40,100299,100300,100301,100302,100303,100304,100305,100306
100303,"Basisveredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit stark. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 200
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1707,12,13,71,0,False,0,40,100299,100300,100301,100302,100303,100304,100305,100306
100304,"Basisveredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit stark. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 200
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1757,13,14,71,0,False,0,40,100299,100300,100301,100302,100303,100304,100305,100306
100305,"Basisveredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit stark. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 200
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1807,14,15,71,0,False,0,40,100299,100300,100301,100302,100303,100304,100305,100306
100306,"Basisveredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit stark. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 200
Erfolgswahrscheinlichkeit: 100 %
Belastbarkeitskosten: 20",241,248,1857,15,16,71,0,False,0,40,100299,100300,100301,100302,100303,100304,100305,100306
100307,"Schnelle Bearbeitung III","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando bei einer Belastbarkeit von 20 oder weniger benutzt, fällt die Effizienz ebenfalls stark.
Effizienz: 600
Erfolgswahrscheinlichkeit: 60 %
Belastbarkeitskosten: 20",241,248,1976,-1,0,1,0,False,0,0,100307,100308,100309,100310,100311,100312,100313,100314
100308,"Schnelle Bearbeitung III","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando bei einer Belastbarkeit von 20 oder weniger benutzt, fällt die Effizienz ebenfalls stark.
Effizienz: 600
Erfolgswahrscheinlichkeit: 60 %
Belastbarkeitskosten: 20",241,248,1976,-1,0,1,0,False,0,0,100307,100308,100309,100310,100311,100312,100313,100314
100309,"Schnelle Bearbeitung III","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando bei einer Belastbarkeit von 20 oder weniger benutzt, fällt die Effizienz ebenfalls stark.
Effizienz: 600
Erfolgswahrscheinlichkeit: 60 %
Belastbarkeitskosten: 20",241,248,1976,-1,0,1,0,False,0,0,100307,100308,100309,100310,100311,100312,100313,100314
100310,"Schnelle Bearbeitung III","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando bei einer Belastbarkeit von 20 oder weniger benutzt, fällt die Effizienz ebenfalls stark.
Effizienz: 600
Erfolgswahrscheinlichkeit: 60 %
Belastbarkeitskosten: 20",241,248,1976,-1,0,1,0,False,0,0,100307,100308,100309,100310,100311,100312,100313,100314
100311,"Schnelle Bearbeitung III","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando bei einer Belastbarkeit von 20 oder weniger benutzt, fällt die Effizienz ebenfalls stark.
Effizienz: 600
Erfolgswahrscheinlichkeit: 60 %
Belastbarkeitskosten: 20",241,248,1976,-1,0,1,0,False,0,0,100307,100308,100309,100310,100311,100312,100313,100314
100312,"Schnelle Bearbeitung III","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando bei einer Belastbarkeit von 20 oder weniger benutzt, fällt die Effizienz ebenfalls stark.
Effizienz: 600
Erfolgswahrscheinlichkeit: 60 %
Belastbarkeitskosten: 20",241,248,1976,-1,0,1,0,False,0,0,100307,100308,100309,100310,100311,100312,100313,100314
100313,"Schnelle Bearbeitung III","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando bei einer Belastbarkeit von 20 oder weniger benutzt, fällt die Effizienz ebenfalls stark.
Effizienz: 600
Erfolgswahrscheinlichkeit: 60 %
Belastbarkeitskosten: 20",241,248,1976,-1,0,1,0,False,0,0,100307,100308,100309,100310,100311,100312,100313,100314
100314,"Schnelle Bearbeitung III","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit stark. Wird das Kommando bei einer Belastbarkeit von 20 oder weniger benutzt, fällt die Effizienz ebenfalls stark.
Effizienz: 600
Erfolgswahrscheinlichkeit: 60 %
Belastbarkeitskosten: 20",241,248,1976,-1,0,1,0,False,0,0,100307,100308,100309,100310,100311,100312,100313,100314
100315,"Fokussierte Bearbeitung","Die Arbeit schreitet beträchtlich fort, dafür sinkt die Belastbarkeit.
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.
Effizienz: 400
Erfolgswahrscheinlichkeit: 100 %",239,246,1514,8,9,78,0,False,0,6,100315,100316,100317,100318,100319,100320,100321,100322
100316,"Fokussierte Bearbeitung","Die Arbeit schreitet beträchtlich fort, dafür sinkt die Belastbarkeit.
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.
Effizienz: 400
Erfolgswahrscheinlichkeit: 100 %",239,246,1564,9,10,78,0,False,0,6,100315,100316,100317,100318,100319,100320,100321,100322
100317,"Fokussierte Bearbeitung","Die Arbeit schreitet beträchtlich fort, dafür sinkt die Belastbarkeit.
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.
Effizienz: 400
Erfolgswahrscheinlichkeit: 100 %",239,246,1614,10,11,78,0,False,0,6,100315,100316,100317,100318,100319,100320,100321,100322
100318,"Fokussierte Bearbeitung","Die Arbeit schreitet beträchtlich fort, dafür sinkt die Belastbarkeit.
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.
Effizienz: 400
Erfolgswahrscheinlichkeit: 100 %",239,246,1663,11,12,78,0,False,0,6,100315,100316,100317,100318,100319,100320,100321,100322
100319,"Fokussierte Bearbeitung","Die Arbeit schreitet beträchtlich fort, dafür sinkt die Belastbarkeit.
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.
Effizienz: 400
Erfolgswahrscheinlichkeit: 100 %",239,246,1714,12,13,78,0,False,0,6,100315,100316,100317,100318,100319,100320,100321,100322
100320,"Fokussierte Bearbeitung","Die Arbeit schreitet beträchtlich fort, dafür sinkt die Belastbarkeit.
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.
Effizienz: 400
Erfolgswahrscheinlichkeit: 100 %",239,246,1763,13,14,78,0,False,0,6,100315,100316,100317,100318,100319,100320,100321,100322
100321,"Fokussierte Bearbeitung","Die Arbeit schreitet beträchtlich fort, dafür sinkt die Belastbarkeit.
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.
Effizienz: 400
Erfolgswahrscheinlichkeit: 100 %",239,246,1814,14,15,78,0,False,0,6,100315,100316,100317,100318,100319,100320,100321,100322
100322,"Fokussierte Bearbeitung","Die Arbeit schreitet beträchtlich fort, dafür sinkt die Belastbarkeit.
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.
Effizienz: 400
Erfolgswahrscheinlichkeit: 100 %",239,246,1863,15,16,78,0,False,0,6,100315,100316,100317,100318,100319,100320,100321,100322
100323,"Akribische Bearbeitung","Die Arbeit schreitet fort und die Qualität wird gleichzeitig erhöht, dafür sinkt die Belastbarkeit.
<If(Equal(PlayerParameter(68),8))><If(GreaterThanOrEqualTo(PlayerParameter(69),94))>Synthese-Effizienz: 150
Veredelungs-Effizienz: 100<Else/>Effizienz: 100</If><Else/>Effizienz: 100</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1503,8,9,76,0,False,0,32,100323,100324,100325,100326,100327,100328,100329,100330
100324,"Akribische Bearbeitung","Die Arbeit schreitet fort und die Qualität wird gleichzeitig erhöht, dafür sinkt die Belastbarkeit.
<If(Equal(PlayerParameter(68),9))><If(GreaterThanOrEqualTo(PlayerParameter(69),94))>Synthese-Effizienz: 150
Veredelungs-Effizienz: 100<Else/>Effizienz: 100</If><Else/>Effizienz: 100</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1553,9,10,76,0,False,0,32,100323,100324,100325,100326,100327,100328,100329,100330
100325,"Akribische Bearbeitung","Die Arbeit schreitet fort und die Qualität wird gleichzeitig erhöht, dafür sinkt die Belastbarkeit.
<If(Equal(PlayerParameter(68),10))><If(GreaterThanOrEqualTo(PlayerParameter(69),94))>Synthese-Effizienz: 150
Veredelungs-Effizienz: 100<Else/>Effizienz: 100</If><Else/>Effizienz: 100</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1603,10,11,76,0,False,0,32,100323,100324,100325,100326,100327,100328,100329,100330
100326,"Akribische Bearbeitung","Die Arbeit schreitet fort und die Qualität wird gleichzeitig erhöht, dafür sinkt die Belastbarkeit.
<If(Equal(PlayerParameter(68),11))><If(GreaterThanOrEqualTo(PlayerParameter(69),94))>Synthese-Effizienz: 150
Veredelungs-Effizienz: 100<Else/>Effizienz: 100</If><Else/>Effizienz: 100</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1653,11,12,76,0,False,0,32,100323,100324,100325,100326,100327,100328,100329,100330
100327,"Akribische Bearbeitung","Die Arbeit schreitet fort und die Qualität wird gleichzeitig erhöht, dafür sinkt die Belastbarkeit.
<If(Equal(PlayerParameter(68),12))><If(GreaterThanOrEqualTo(PlayerParameter(69),94))>Synthese-Effizienz: 150
Veredelungs-Effizienz: 100<Else/>Effizienz: 100</If><Else/>Effizienz: 100</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1703,12,13,76,0,False,0,32,100323,100324,100325,100326,100327,100328,100329,100330
100328,"Akribische Bearbeitung","Die Arbeit schreitet fort und die Qualität wird gleichzeitig erhöht, dafür sinkt die Belastbarkeit.
<If(Equal(PlayerParameter(68),13))><If(GreaterThanOrEqualTo(PlayerParameter(69),94))>Synthese-Effizienz: 150
Veredelungs-Effizienz: 100<Else/>Effizienz: 100</If><Else/>Effizienz: 100</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1753,13,14,76,0,False,0,32,100323,100324,100325,100326,100327,100328,100329,100330
100329,"Akribische Bearbeitung","Die Arbeit schreitet fort und die Qualität wird gleichzeitig erhöht, dafür sinkt die Belastbarkeit.
<If(Equal(PlayerParameter(68),14))><If(GreaterThanOrEqualTo(PlayerParameter(69),94))>Synthese-Effizienz: 150
Veredelungs-Effizienz: 100<Else/>Effizienz: 100</If><Else/>Effizienz: 100</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1803,14,15,76,0,False,0,32,100323,100324,100325,100326,100327,100328,100329,100330
100330,"Akribische Bearbeitung","Die Arbeit schreitet fort und die Qualität wird gleichzeitig erhöht, dafür sinkt die Belastbarkeit.
<If(Equal(PlayerParameter(68),15))><If(GreaterThanOrEqualTo(PlayerParameter(69),94))>Synthese-Effizienz: 150
Veredelungs-Effizienz: 100<Else/>Effizienz: 100</If><Else/>Effizienz: 100</If>
Erfolgswahrscheinlichkeit: 100 %",240,247,1853,15,16,76,0,False,0,32,100323,100324,100325,100326,100327,100328,100329,100330
100331,"Zeichen der Elemente","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",239,246,1977,-1,0,1,0,False,0,0,100331,100332,100333,100334,100335,100336,100337,100338
100332,"Zeichen der Elemente","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",239,246,1977,-1,0,1,0,False,0,0,100331,100332,100333,100334,100335,100336,100337,100338
100333,"Zeichen der Elemente","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",239,246,1977,-1,0,1,0,False,0,0,100331,100332,100333,100334,100335,100336,100337,100338
100334,"Zeichen der Elemente","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",239,246,1977,-1,0,1,0,False,0,0,100331,100332,100333,100334,100335,100336,100337,100338
100335,"Zeichen der Elemente","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",239,246,1977,-1,0,1,0,False,0,0,100331,100332,100333,100334,100335,100336,100337,100338
100336,"Zeichen der Elemente","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",239,246,1977,-1,0,1,0,False,0,0,100331,100332,100333,100334,100335,100336,100337,100338
100337,"Zeichen der Elemente","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",239,246,1977,-1,0,1,0,False,0,0,100331,100332,100333,100334,100335,100336,100337,100338
100338,"Zeichen der Elemente","Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 100 %",239,246,1977,-1,0,1,0,False,0,0,100331,100332,100333,100334,100335,100336,100337,100338
100339,"Byregots Benediktion","Die Qualität wird erhöht.
Effizienz: 100 + 20 pro Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (max. 300)
Erfolgswahrscheinlichkeit: 100 %
Bedingung: mind. 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> aktiv
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird dadurch beendet.",240,247,1975,8,9,50,0,False,0,24,100339,100340,100341,100342,100343,100344,100345,100346
100340,"Byregots Benediktion","Die Qualität wird erhöht.
Effizienz: 100 + 20 pro Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (max. 300)
Erfolgswahrscheinlichkeit: 100 %
Bedingung: mind. 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> aktiv
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird dadurch beendet.",240,247,1975,9,10,50,0,False,0,24,100339,100340,100341,100342,100343,100344,100345,100346
